product_code,product_name,product_description,price,currency,availability_status,color_name,weight_value,dimension_value,power_supply,subcategory_name,brand_name,manufacturer_name
PROD-13643,Operating Microscope,Operating Microscope is a high-quality product.,7401.16,GBP,backorder,Gray,44.15,160x148x75cm,220V,Palliative Care Beds,BD,GE Healthcare
PROD-42866,Endoscope,Endoscope is a high-quality product.,42435.2,EUR,backorder,Red,29.05,152x43x104cm,120-240V,Cardiac Monitors,Abbott,Philips Medical
PROD-70891,Incubator,Incubator is a high-quality product.,23890.52,GBP,in stock,Green,79.06,162x114x114cm,220V,Pulmonary Function Testers,ACME,Baxter International
PROD-15345,Surgical Robot,Surgical Robot is a high-quality product.,11419.78,USD,in stock,Gray,7.48,10x197x117cm,Battery,Medical Consumable Kits,3M,Mindray Bio-Medical
PROD-50708,Infusion Pump,Infusion Pump is a high-quality product.,8172.02,USD,in stock,Black,92.41,121x100x114cm,220V,Speech Therapy Devices,Canon Medical,Philips Medical
PROD-35537,Dialysis Machine,Dialysis Machine is a high-quality product.,31235.33,GBP,out of stock,Green,12.28,128x33x188cm,120-240V,Speech Therapy Devices,Drager,Dräger
PROD-34592,Electrosurgical Unit,Electrosurgical Unit is a high-quality product.,40177.14,GBP,backorder,Black,63.94,77x166x85cm,Battery,Regenerative Medicine Scaffolds,Siemens,Roche Diagnostics
PROD-79778,Blood Analyzer,Blood Analyzer is a high-quality product.,49604.17,GBP,backorder,Black,82.46,126x71x158cm,120-240V,Intensive Care Monitors,Olympus,Dräger
PROD-55140,Patient Monitor,Patient Monitor is a high-quality product.,35781.13,USD,in stock,Blue,40.07,194x33x135cm,110V,Cardiovascular Stents,Philips,Baxter International
PROD-63237,Holter Monitor,Holter Monitor is a high-quality product.,27739.24,USD,discontinued,Gray,67.35,170x109x148cm,110V,Cardiac Monitors,Drager,Medtronic Inc
PROD-66211,CT Scanner,CT Scanner is a high-quality product.,41422.69,USD,backorder,Green,74.95,172x168x81cm,220V,Plastic Surgery Lasers,Stryker,Canon Medical Systems
PROD-84790,Holter Monitor,Holter Monitor is a high-quality product.,39114.74,GBP,backorder,Gray,43.17,124x97x115cm,Battery,Speech Therapy Devices,Abbott,Olympus Corp
PROD-53736,Surgical Robot,Surgical Robot is a high-quality product.,40636.08,USD,in stock,Red,38.8,179x86x182cm,Battery,Pulmonary Function Testers,Drager,Boston Scientific Corp
PROD-51088,Surgical Laser,Surgical Laser is a high-quality product.,25233.52,EUR,in stock,Red,5.53,180x76x46cm,Multi-Voltage,Speech Therapy Devices,Abbott,Shimadzu Medical
PROD-96866,Bone Densitometer,Bone Densitometer is a high-quality product.,21033.88,EUR,backorder,White,89.13,147x114x24cm,Multi-Voltage,Infusion Pumps,Boston Scientific,Terumo
PROD-34809,Anesthesia Machine,Anesthesia Machine is a high-quality product.,2394.51,EUR,in stock,Green,57.39,126x51x154cm,Multi-Voltage,Medical Consumable Kits,Baxter,Johnson & Johnson Medical
PROD-21354,ECG Monitor,ECG Monitor is a high-quality product.,33567.23,USD,out of stock,Black,54.8,179x86x182cm,220V,Respirators,3M,Fujifilm Healthcare
PROD-50592,Incubator,Incubator is a high-quality product.,5950.28,GBP,out of stock,White,81.26,172x168x81cm,Battery,Nephroscopes,Medtronic,Boston Scientific Corp
PROD-10229,Radiation Therapy System,Radiation Therapy System is a high-quality product.,6795.51,GBP,backorder,Red,79.06,121x149x117cm,Multi-Voltage,Palliative Care Beds,Hitachi Healthcare,Shimadzu Medical
PROD-16885,Blood Analyzer,Blood Analyzer is a high-quality product.,29835.35,USD,in stock,Gray,16.98,196x79x154cm,Multi-Voltage,Plastic Surgery Lasers,BD,B.Braun Melsungen
PROD-91824,Respirator,Respirator is a high-quality product.,22949.5,USD,in stock,Gray,58.08,50x158x188cm,220V,Cardiovascular Stents,B.Braun,Roche Diagnostics
PROD-29674,Holter Monitor,Holter Monitor is a high-quality product.,24095.96,EUR,discontinued,Yellow,74.41,165x195x75cm,120-240V,Speech Therapy Devices,Boston Scientific,Olympus Corp
PROD-63814,Blood Analyzer,Blood Analyzer is a high-quality product.,43480.97,EUR,in stock,Black,97.96,63x166x66cm,Multi-Voltage,Physical Therapy Equipment,Canon Medical,Medtronic Inc
PROD-78986,CT Scanner,CT Scanner is a high-quality product.,14046.64,EUR,in stock,Black,63.51,41x35x163cm,Battery,Palliative Care Beds,B.Braun,Olympus Corp
PROD-33977,CT Scanner,CT Scanner is a high-quality product.,2482.79,EUR,discontinued,Red,56.07,177x98x107cm,220V,Biotechnology Reactors,Olympus,Philips Medical
PROD-22828,Incubator,Incubator is a high-quality product.,15518.83,USD,backorder,Gray,29.43,107x166x42cm,220V,Palliative Care Beds,Stryker,Canon Medical Systems
PROD-26605,Mammography Unit,Mammography Unit is a high-quality product.,32049.57,USD,discontinued,Yellow,82.18,172x17x84cm,220V,Plastic Surgery Lasers,Canon Medical,Abbott Laboratories
PROD-82175,Dialysis Machine,Dialysis Machine is a high-quality product.,24262.33,GBP,in stock,White,22.22,104x88x18cm,Multi-Voltage,Medical Consumable Kits,Mindray,Dräger
PROD-81274,Endoscope,Endoscope is a high-quality product.,29271.44,EUR,in stock,Blue,68.41,162x154x120cm,220V,Plastic Surgery Lasers,BD,Medtronic Inc
PROD-82310,C-Arm X-Ray,C-Arm X-Ray is a high-quality product.,27625.64,EUR,out of stock,White,21.62,166x171x33cm,110V,Dental X-Ray Machines,GE,Fujifilm Healthcare
PROD-28623,X-Ray Machine,X-Ray Machine is a high-quality product.,8221.1,USD,discontinued,Red,56.6,63x166x66cm,110V,Respirators,3M,Dräger
PROD-75531,Anesthesia Machine,Anesthesia Machine is a high-quality product.,28112.47,USD,out of stock,Blue,23.52,25x136x32cm,Multi-Voltage,Infusion Pumps,Drager,Olympus Corp
PROD-23912,Patient Monitor,Patient Monitor is a high-quality product.,31699.21,EUR,out of stock,Black,15.29,142x38x166cm,220V,Biotechnology Reactors,BD,Siemens Healthineers
PROD-48085,C-Arm X-Ray,C-Arm X-Ray is a high-quality product.,43330.03,USD,backorder,White,31.36,86x34x72cm,Battery,Pulmonary Function Testers,ACME,Fujifilm Healthcare
PROD-27030,Respirator,Respirator is a high-quality product.,11126.1,GBP,out of stock,Blue,66.37,22x133x80cm,220V,Lasers,Abbott,Hitachi Medical
PROD-42726,C-Arm X-Ray,C-Arm X-Ray is a high-quality product.,12058.06,EUR,discontinued,Green,32.59,171x195x102cm,120-240V,Speech Therapy Devices,Boston Scientific,Terumo
